key,country,description,designation,points,price,province,region_1,region_2,variety,winery
4588,Argentina,"Red-fruit aromas of plum and berry are earthy and a bit stalky. The palate is tight, narrow and crisp more than flush. Spice, a touch of green herbs and then raspberry and plum flavors finish herbal, spicy and drying in feel.",,86,13,Other,Patagonia,,Malbec,Ruta 22
4651,Argentina,"Plum, cassis, herb and spice aromas make for a full, pleasant bouquet. This shows a thick tannic plodding palate along with quick-hitting berry and cassis flavors. Lasting acidity on the finish creates welcome freshness and length.",,88,13,Mendoza Province,Luján de Cuyo,,Cabernet Sauvignon,Nieto Senetiner
4652,Argentina,"Crisp stony lightly herbal plum aromas are moderately smoky. This feels flush and pleasant, with a full body and flavors of plum, cassis and tomato sauce. A controlled composed finish benefits from lasting acidity.",Reserva Barrancas Vineyards,88,21,Mendoza Province,Mendoza,,Cabernet Sauvignon,Pascual Toso
4653,Argentina,"Macho grapy aromas are offset by spunky raspberry scents. Fruity and a bit narrow and grabby across the palate, this delivers Mendoza's patented black-fruit flavors wrapped in chocolaty oak. Spice and oak remain present on a full finish.",Serie A,88,15,Mendoza Province,Valle de Uco,,Malbec,Zuccardi
4679,Argentina,"Tropical fruit aromas are suggestive of bath soap and body oil. This feels obtuse, with depth and an oily sensation to the palate. Chunky, ripe, oily flavors of melon and orange finish loud and ripe, with a deeper set of tropical fruit flavors than your average Argentine Torrontés.",Petite Fleur,88,25,Other,Cafayate,,Torrontés,Monteviejo
4687,Argentina,"Dark in color, with rooty, leafy aromas of berry fruits that turn flatter with airing, this warm-style Pinot Noir feels wide and grabby, with some flab on its hips. Black plum and toasty flavors simmer on an dull, weighty finish.",,85,22,Mendoza Province,Mendoza,,Pinot Noir,Luigi Bosca
4702,Argentina,"Mild, almost dilute aromas of strawberry and raspberry aren't fully convincing for Cabernet. In the mouth, however, this weighs in heavy and seeking balance. Flavors of berry and plum are baked, while candied sweetness and blueberry notes drive a jammy finish.",,84,14,Mendoza Province,Maipú,,Cabernet Sauvignon,Viamonte
4709,Argentina,Candied cherry and red-plum aromas precede an edgy palate and herbal flavors of plum and berry that are slightly hot and spicy. Raspberry and red-currant flavors on the finish are dilute.,,84,13,Mendoza Province,Mendoza,,Malbec,Tercos
4778,Argentina,"Red-fruit aromas of plum and berry are earthy and a bit stalky. The palate is tight, narrow and crisp more than flush. Spice, a touch of green herbs and then raspberry and plum flavors finish herbal, spicy and drying in feel.",,86,13,Other,Patagonia,,Malbec,Ruta 22
4780,Argentina,"Tight, snappy aromas of citric red fruit and lemon peel set up a driving, tight palate with brambly berry, spice and herbal flavors. This shows chocolaty oak on the finish and juicy acidity that ensures freshness and long-lasting flavor.",[+],86,10,Mendoza Province,Mendoza,,Cabernet Sauvignon,Santa Julia
4799,Argentina,"Varietally correct aromas of white flowers, lychee and tropical fruits feed into a plump, creamy palate that's losing some of the steam it probably had when it was bottled. Melon, banana and lychee flavors finish on the heavy, creamy side. Drink immediately.",Reserva,86,16,Other,Salta,,Torrontés,Terrazas de Los Andes
4894,Argentina,"Aromas of pencil shavings, Band-Aid, prune and black plum are good but shy. This Cabernet feels jammy but also a touch rough and tannic. Blackberry, toast, charred wood, salt and savory plum flavors finish solid but not complex or unique.",Callejon de Crimen Gran Reserva,90,30,Mendoza Province,Uco Valley,,Cabernet Sauvignon,Finca La Luz
4952,Argentina,"Tropical fruit aromas are suggestive of bath soap and body oil. This feels obtuse, with depth and an oily sensation to the palate. Chunky, ripe, oily flavors of melon and orange finish loud and ripe, with a deeper set of tropical fruit flavors than your average Argentine Torrontés.",Petite Fleur,88,25,Other,Cafayate,,Torrontés,Monteviejo
4959,Argentina,"Plum and berry aromas are infiltrated by touches of leafy green and leather on the nose of this texturally sound, herbal-tasting Malbec. Flavors of plum and spice are a touch weedy, while baking spice and clove notes take over on the finish.",The Angel Oak Reserva,88,50,Mendoza Province,Valle de Uco,,Malbec,SignoSeis
4992,Argentina,Candied cherry and red-plum aromas precede an edgy palate and herbal flavors of plum and berry that are slightly hot and spicy. Raspberry and red-currant flavors on the finish are dilute.,,84,13,Mendoza Province,Mendoza,,Malbec,Tercos
4993,Argentina,"Aromas of roadside brush, field greens and raspberry are suggestive of fruit punch. The palate is full but somewhat cloying, while jammy red-fruit flavors come with a green note. The finish is jammy like the palate, with a pronounced chocolaty oak flavor.",,84,13,Mendoza Province,Mendoza,,Malbec,Ombu
4994,Argentina,"This light and refreshing SB offers mild apple and citrus aromas, a snappy, citric palate and basic flavors of green apple and lime. As a whole, it's a cleansing but fairly standard wine.",Altosur,84,12,Mendoza Province,Tupungato,,Sauvignon Blanc,Finca Sophenia
4996,Argentina,"Peach and powdered sugar aromas are first up, followed by a round palate with oily weight but also zesty acidity. Racy citrus and nectarine flavors finish full and chunky, with a pithy note.",Serie A,84,15,Mendoza Province,Valle de Uco,,Chardonnay-Viognier,Zuccardi
5192,Argentina,"Rubbery, drawn aromas include smoky black fruits and red licorice. A firm, full mouthfeel rings in racy, tangy flavors of plum and berry that turn woody, spicy and dry on the finish.",Finca Rosa,86,11,Mendoza Province,Tupungato,,Cabernet Sauvignon,Domaine Jean Bousquet
5206,Argentina,"Herbal black-fruit aromas come with a lot of oak. This is full, chunky and meaty in feel, with green hints and blackberry flavors appearing before a blast of hickory smoke takes over. A high-toast, slightly bitter finish confirms the strong oaky character.",,86,15,Mendoza Province,Mendoza,,Cabernet Sauvignon,Alamos
5216,Argentina,"Earthy, spicy, concentrated red-berry aromas give way to a full palate with spicy, oaky lead flavors and secondary red-fruit notes. Dry spice and a dusting of chocolate rise up on a simple finish.",Cuma Organic,86,14,Other,Cafayate,,Cabernet Sauvignon,Michel Torino
5217,Argentina,"Dark aromas suggest shoe polish and roasted black fruits. This feels rubbery and chunky, while the flavor profile includes quick pokes of cherry, plum and rubbery berry before a salty-tasting finish.",,86,19,Mendoza Province,Uco Valley,,Malbec,Jed Wines
5291,Argentina,"Cherry, dry spice and leather aromas are detectable on an otherwise lean and dilute nose. Like the bouquet, the palate on this basic Malbec is thin. Flavors of generic berry fruits finish earthy and scratchy.",,83,,Mendoza Province,Mendoza,,Malbec,Cascada Peak
5299,Argentina,"Pine and other atypical aromas for most red wines precede a clampy, tannic palate with funky plum, herb and mildly bitter flavors. A short, hard finish is choppy, with hard tannins and herbal tartness.",Callejon del Crimen Gran Reserva,83,28,Mendoza Province,Uco Valley,,Petit Verdot,Finca La Luz
5311,Argentina,"Aromas of pencil shavings, Band-Aid, prune and black plum are good but shy. This Cabernet feels jammy but also a touch rough and tannic. Blackberry, toast, charred wood, salt and savory plum flavors finish solid but not complex or unique.",Callejon de Crimen Gran Reserva,90,30,Mendoza Province,Uco Valley,,Cabernet Sauvignon,Finca La Luz
5460,Argentina,"Floral berry and plum aromas are touched up by notes of thyme and cardamom. Fresh grippy acidity keeps this lively, while flavors of berry and plum are spicy and suggestive of tomato sauce. Saucy, herbal flavors rise up on a high-acid finish.",Catena,88,20,Mendoza Province,Mendoza,,Cabernet Sauvignon,Bodega Catena Zapata
5502,Argentina,"Orange peel and lychee aromas are typical of the variety. This feels straightforward, juicy, clean and fresh, with tangy acidity. Flavors of lime, lychee and tangerine finish bright and snappy.",Alta,86,9,Other,Tulum Valley,,Torrontés,Callia
5512,Argentina,"Slightly oily, gritty aromas match wits with melon and lychee scents. The palate is propped up by adequate acidity, while flavors of melon, orange and lychee are typical and end sweet and tropical.",Crios,85,15,Mendoza Province,Mendoza,,Torrontés,Dominio del Plata
5581,Argentina,"Stalky aromas make for a sketchy opening. In the mouth, this is blocky and grabby in feel. Burnt, underripe flavors of berry fruits are herbal and finish with grassy notes.",Old Vine,83,11,Mendoza Province,Mendoza,,Malbec,Diseño
5583,Argentina,"Candied red-fruit aromas are thin and limited. This is edgy, rubbery and tannic in feel, with rudimentary raspberry and red-plum flavors. A juicy finish is lean and tastes medicinal.",Callejon del Crimen Estate,83,22,Mendoza Province,Uco Valley,,Malbec,Finca La Luz
5584,Argentina,"This is defined by its oak dominance. Aromas of hot wood, vanilla, sawdust and dry, leafy plum set up a resiny, all-wood palate with sharp acidity. Hot, toasty flavors of berry fruits and campfire smoke finish resiny and low on fruit.",Calathus Roble,83,24,Mendoza Province,Uco Valley,,Pinot Noir,Finca Don Carlos
5588,Argentina,"This overoaked Malbec smells almost entirely of clove and chocolate. It's bulky and creamy in feel, with bland, stewy berry flavors and a blanket of oaky clove. Oak spice and heat control the finish.",Gran Selección,83,30,Mendoza Province,Mendoza,,Malbec,Viña Palaciega
5594,Argentina,"Roasted, barnyard, leathery aromas of lemony oak and tomato are far from ideal. This has a scratchy, tartaric feel to it, while herbal raspberry flavors are backed by a mulchy aftertaste. It's stewed on the finish and weedy.",Callejon del Crimen Barrel Selection,82,24,Mendoza Province,Uco Valley,,Malbec,Finca La Luz
5600,Argentina,Flower and hay aromas lead to simple pear and spice flavors in this basic white. Mild woody notes show on the finish. Drink now.,Wise Ass,82,14,Mendoza Province,Maipú,,Chardonnay,Finca Los Olmos
5733,Argentina,"This is nice and hints at greater things, but ultimately it's more modest and fluffy than substantive. Aromas of oak resin, baked apple and vanilla introduce a palate with mild acidity and not much structure. Vanilla, caramel, banana and honey- dew flavors finish soft.",Encuentro,88,19,Mendoza Province,Mendoza,,Chardonnay,Rutini
5741,Argentina,"Currant and spice aromas are subdued and solid. A strapping tight palate with strong tannins delivers roasted plum, cassis, spice and chocolate flavors prior to a dry spicy finish that holds its own.",Famiglia Bianchi,88,20,Mendoza Province,,,Cabernet Sauvignon,Valentin Bianchi
5745,Argentina,Jammy blueberry and boysenberry aromas include graphite and ink notes. This feels jammy to the point of being sluggish and heavy. Syrupy but not sweet flavors of herbal black fruits finish with a lasting gamy note.,Q,88,20,Mendoza Province,Valle de Uco,,Malbec,Zuccardi
5755,Argentina,"Solid dark-berry aromas are dense and deep. This has a plump forward fruity palate with concentrated, toasty flavors of blackberry and dark plum. On the finish, this remains fruity and compact, with more than enough body weight.",Luna Benegas,88,13,Mendoza Province,Mendoza,,Cabernet Sauvignon,Benegas
5797,Argentina,"Popcorn and butter are the lead aromas, and they give way to dusty baked apple over time. This wine feels round, but with just enough acidity. Flavors of candy corn, vanilla, spun sugar and ripe stone fruits finish sweet and fleshy.",Alta Collection,85,19,Mendoza Province,Mendoza,,Chardonnay,Tapiz
5809,Argentina,"Grassy, lightly weedy aromas set up a palate with sweet citrus and melony flavors. This is sticky and a touch mealy come finishing time, with a fleshy, unctuous feel and only modest structure and acidity.",Tardío Late Harvest,85,13,Mendoza Province,Mendoza,,Torrontés,Santa Julia
5812,Argentina,"This is Chardonnay with small amounts of Pinot Grigio and Viognier. The nose is nutty, oily and low on fruit. In the mouth, it's racy and citrusy in character. Flavors of orange, papaya and passion fruit are basic, while the finish is fresh and juicy, with tart flavors.",Amado Sur Chardonnay-Pinot Grigio-Viognier,85,15,Mendoza Province,Mendoza,,White Blend,Trivento
